City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Cedar City,US,2020-06-25 20:58:55,37.68,-113.06,87.8,9,1,3.36
304,Berdigestyakh,RU,2020-06-25 20:58:55,62.1,126.7,65.16,62,13,4.45
305,Leningradskiy,RU,2020-06-25 20:58:55,69.38,178.42,34.52,94,100,1.7
306,Yanam,IN,2020-06-25 20:58:56,16.73,82.22,81.86,85,84,3.29
307,Praia,CV,2020-06-25 20:58:56,14.92,-23.51,77.0,73,20,19.46
308,La Ronge,CA,2020-06-25 20:58:56,55.1,-105.28,77.0,41,20,4.7
309,Parkes,AU,2020-06-25 20:58:56,-33.13,148.18,37.0,97,0,2.42
310,Maralal,KE,2020-06-25 20:58:57,1.1,36.7,59.7,77,15,4.14
311,Grand Gaube,MU,2020-06-25 20:58:57,-20.01,57.66,73.0,70,3,11.01
312,Makakilo City,US,2020-06-25 20:58:57,21.35,-158.09,82.4,69,90,8.05
313,Apostolove,UA,2020-06-25 20:58:58,47.66,33.71,64.4,59,0,8.95
314,Chapais,CA,2020-06-25 20:56:49,49.78,-74.85,60.8,72,90,11.41
315,Caravelas,BR,2020-06-25 20:58:58,-17.71,-39.25,71.01,79,0,2.57
316,Sao Jose Da Coroa Grande,BR,2020-06-25 20:58:58,-8.9,-35.15,76.19,84,31,10.18
317,Doka,SD,2020-06-25 20:58:59,13.52,35.77,78.37,67,70,4.79
318,Soyo,AO,2020-06-25 20:58:59,-6.13,12.37,73.85,84,100,9.04
319,Alpena,US,2020-06-25 20:58:59,45.06,-83.43,80.6,30,5,6.93
320,Kondinskoye,RU,2020-06-25 20:59:00,59.65,67.41,46.96,86,100,10.49
321,Saint-Pierre,RE,2020-06-25 20:59:00,-21.34,55.48,71.6,64,8,24.16
322,Coahuayana,MX,2020-06-25 20:59:00,18.73,-103.68,84.2,62,75,4.32
323,Honiara,SB,2020-06-25 20:54:32,-9.43,159.95,71.6,94,20,2.24
324,Kununurra,AU,2020-06-25 20:59:01,-15.77,128.73,53.6,32,0,2.24
325,Severnyy,RU,2020-06-25 20:59:01,50.68,36.55,64.4,59,16,2.24
326,Fatick,SN,2020-06-25 20:59:01,14.36,-16.59,80.6,78,20,10.29
327,Puerto Lumbreras,ES,2020-06-25 20:59:01,37.56,-1.81,73.0,39,0,3.51
328,Brae,GB,2020-06-25 20:57:06,60.4,-1.35,57.2,93,93,14.99
329,Trelew,AR,2020-06-25 20:59:02,-43.25,-65.31,40.69,65,29,16.53
330,Humberto De Campos,BR,2020-06-25 20:59:02,-2.6,-43.46,77.41,89,32,3.76
331,Yanji,CN,2020-06-25 20:59:02,42.91,129.51,59.04,94,100,3.24
332,Saint-Denis,FR,2020-06-25 20:59:02,48.92,2.33,84.0,45,93,3.36
333,Coquimbo,CL,2020-06-25 20:59:03,-29.95,-71.34,60.8,63,100,13.87
334,Esmeralda,CU,2020-06-25 20:59:03,21.85,-78.12,91.4,59,40,18.34
335,Mandera,KE,2020-06-25 20:59:03,3.94,41.87,83.91,50,28,11.83
336,Faya,SA,2020-06-25 20:59:03,18.39,42.45,73.4,49,0,2.77
337,Lata,PT,2020-06-25 20:59:04,40.16,-8.33,66.0,89,0,5.99
338,Nantucket,US,2020-06-25 20:57:44,41.28,-70.1,77.0,83,75,14.99
339,Ilawa,PL,2020-06-25 20:59:04,53.6,19.57,72.0,70,43,6.87
340,Carlyle,US,2020-06-25 20:59:05,38.61,-89.37,90.0,35,14,1.01
341,Lanzhou,CN,2020-06-25 20:59:05,36.06,103.79,57.99,91,100,6.55
342,Nanakuli,US,2020-06-25 20:59:05,21.39,-158.15,82.4,69,90,8.05
343,Fredericton,CA,2020-06-25 20:56:54,45.95,-66.67,82.99,32,20,14.99
344,Soe,ID,2020-06-25 20:59:05,-9.86,124.28,64.06,100,36,4.52
345,Hachinohe,JP,2020-06-25 20:59:06,40.5,141.5,60.8,100,90,8.05
346,Nsanje,MW,2020-06-25 20:59:06,-16.92,35.26,62.65,90,0,2.75
347,Kanungu,UG,2020-06-25 20:59:06,-0.96,29.79,60.76,80,59,4.36
348,Azle,US,2020-06-25 20:56:26,32.9,-97.55,91.0,52,75,8.05
349,Nyurba,RU,2020-06-25 20:59:07,63.28,118.33,61.03,79,1,0.67
350,Tomatlan,MX,2020-06-25 20:59:07,19.93,-105.25,89.6,54,48,11.05
351,Khajuraho,IN,2020-06-25 20:59:07,24.85,79.93,88.66,56,100,6.38
352,Bikin,RU,2020-06-25 20:59:07,46.82,134.26,59.31,95,100,2.08
353,Sobolevo,RU,2020-06-25 20:59:08,54.43,31.9,66.02,80,51,6.26
354,Bauta,CU,2020-06-25 20:59:08,22.98,-82.55,69.8,94,75,20.8
355,Luba,GQ,2020-06-25 20:59:08,3.46,8.55,77.0,88,40,4.7
356,Sorland,NO,2020-06-25 20:59:08,67.67,12.69,55.4,71,75,8.05
357,Aras,ES,2020-06-25 20:59:09,42.56,-2.36,68.0,88,100,3.36
358,Cockburn Town,TC,2020-06-25 20:58:23,21.46,-71.14,87.8,66,40,17.22
359,Katobu,ID,2020-06-25 20:59:09,-4.94,122.53,73.36,89,11,5.01
360,Bonthe,SL,2020-06-25 20:59:09,7.53,-12.51,77.2,89,100,9.75
361,Kushima,JP,2020-06-25 20:59:09,31.46,131.23,78.8,83,90,11.41
362,Bafra,TR,2020-06-25 20:59:10,41.57,35.91,71.01,58,0,5.01
363,Kholtoson,RU,2020-06-25 20:59:10,50.3,103.31,52.65,85,98,1.45
364,Bonavista,CA,2020-06-25 20:59:10,48.65,-53.11,62.2,83,10,7.11
365,Gumdag,TM,2020-06-25 20:59:11,39.21,54.59,84.74,26,0,8.19
366,Tateyama,JP,2020-06-25 20:59:11,34.98,139.87,71.01,100,86,19.44
367,Lavrentiya,RU,2020-06-25 20:59:11,65.58,-171.0,43.11,62,92,12.21
368,Bolobo,CD,2020-06-25 20:59:11,-2.17,16.23,78.51,61,88,2.89
369,Kirovskiy,RU,2020-06-25 20:59:11,45.09,133.51,58.37,93,100,4.41
370,Jiuquan,CN,2020-06-25 20:59:12,39.74,98.52,63.32,28,17,0.54
371,Axim,GH,2020-06-25 20:59:12,4.87,-2.24,77.43,84,98,10.89
372,Tshikapa,CD,2020-06-25 20:59:12,-6.42,20.8,74.64,34,60,1.25
373,Hutchinson,US,2020-06-25 20:59:13,38.06,-97.93,93.99,30,1,25.28
374,San Matias,BO,2020-06-25 20:59:13,-16.37,-58.4,87.91,45,98,2.64
375,Goderich,CA,2020-06-25 20:59:13,43.75,-81.72,73.0,62,82,13.0
376,Fort Frances,CA,2020-06-25 20:59:13,48.6,-93.4,82.0,32,20,3.98
377,Tchaourou,BJ,2020-06-25 20:59:14,8.89,2.6,74.93,91,91,7.25
378,Ferrol,ES,2020-06-25 20:59:14,43.48,-8.24,62.6,82,75,2.24
379,Oxapampa,PE,2020-06-25 20:59:14,-10.58,-75.4,67.91,75,98,2.82
380,Evinayong,GQ,2020-06-25 20:59:14,1.44,10.55,68.5,99,94,2.64
381,Baiquan,CN,2020-06-25 20:59:14,47.58,126.08,56.62,96,100,5.55
382,Lamu,KE,2020-06-25 20:59:15,-2.27,40.9,77.0,88,90,16.78
383,Kargasok,RU,2020-06-25 20:59:15,59.06,80.86,56.7,95,83,8.48
384,Saint-Francois,FR,2020-06-25 20:59:15,46.42,3.91,73.99,69,0,2.24
385,Zharkent,KZ,2020-06-25 20:59:15,44.16,80.0,65.46,27,49,7.02
386,Havoysund,NO,2020-06-25 20:59:15,71.0,24.66,53.6,81,75,19.46
387,Severo-Kurilsk,RU,2020-06-25 20:59:16,50.68,156.12,50.34,69,69,11.68
388,Khem Karan,IN,2020-06-25 20:59:16,31.14,74.57,80.6,74,40,6.93
389,Krusevac,RS,2020-06-25 20:59:16,43.58,21.33,73.4,69,81,3.36
390,Killarney,IE,2020-06-25 20:59:16,52.05,-9.52,57.33,86,82,3.38
391,Broome,US,2020-06-25 20:59:17,42.25,-75.83,68.0,88,90,5.82
392,Kyshtovka,RU,2020-06-25 20:59:17,56.55,76.63,52.41,89,99,2.53
393,Knysna,ZA,2020-06-25 20:59:17,-34.04,23.05,51.8,100,0,2.24
394,Westport,US,2020-06-25 20:58:06,41.14,-73.36,84.0,32,1,5.82
395,Kaohsiung,TW,2020-06-25 20:59:17,22.62,120.31,82.4,74,75,3.36
396,Kupang,ID,2020-06-25 20:57:55,-10.17,123.58,75.67,86,86,10.02
397,Lazaro Cardenas,MX,2020-06-25 20:59:18,17.96,-102.2,75.94,91,100,4.99
398,Castel San Giovanni,IT,2020-06-25 20:59:18,45.06,9.43,73.99,74,82,9.04
399,Solnechnyy,RU,2020-06-25 20:59:18,50.72,136.63,54.09,90,95,3.85
400,Urumqi,CN,2020-06-25 20:59:19,43.8,87.6,69.8,40,99,2.24
401,Valparaiso,CL,2020-06-25 20:58:59,-33.04,-71.63,62.6,36,100,6.93
402,Port-Gentil,GA,2020-06-25 20:59:19,-0.72,8.78,73.4,88,40,5.82
403,Egvekinot,RU,2020-06-25 20:59:19,66.32,-179.17,37.47,97,100,9.86
404,Srednekolymsk,RU,2020-06-25 20:59:19,67.45,153.68,76.42,37,64,7.96
405,Lishu,CN,2020-06-25 20:59:20,43.3,124.33,60.66,78,96,8.97
406,Mumford,GH,2020-06-25 20:59:20,5.26,-0.76,77.56,85,99,13.09
407,Pangnirtung,CA,2020-06-25 20:59:20,66.15,-65.71,46.4,75,90,12.75
408,Concepcion Del Oro,MX,2020-06-25 20:59:20,24.63,-101.42,71.73,42,98,0.6
409,Huaicheng,CN,2020-06-25 20:59:20,23.91,112.19,75.92,95,100,1.25
410,Moscow,RU,2020-06-25 20:55:43,55.75,37.62,69.01,100,40,2.24
411,Sakakah,SA,2020-06-25 20:59:21,29.97,40.21,86.0,10,0,9.17
412,Mayo,US,2020-06-25 20:59:21,38.89,-76.51,80.6,65,75,11.41
413,Hofn,IS,2020-06-25 20:59:21,64.25,-15.21,50.67,84,67,6.13
414,Carahue,CL,2020-06-25 20:59:22,-38.7,-73.17,50.0,76,75,8.05
415,Voyinka,UA,2020-06-25 20:59:22,45.87,33.99,69.75,64,34,4.45
416,Forbes,AU,2020-06-25 20:59:22,-33.38,148.02,37.0,97,0,0.89
417,Itarema,BR,2020-06-25 20:59:22,-2.92,-39.92,79.12,70,71,11.07
418,Werda,BW,2020-06-25 20:59:22,-25.27,23.28,52.18,46,0,5.55
419,Nanga Eboko,CM,2020-06-25 20:59:23,4.68,12.37,70.72,95,100,2.55
420,Atasu,KZ,2020-06-25 20:59:23,48.68,71.64,66.36,40,97,11.81
421,Iraquara,BR,2020-06-25 20:59:23,-12.25,-41.62,67.1,82,84,5.17
422,Opuwo,NA,2020-06-25 20:59:23,-18.06,13.84,51.78,45,0,5.46
423,Berkak,NO,2020-06-25 20:59:24,62.83,10.01,66.0,65,0,2.39
424,Luis Correia,BR,2020-06-25 20:59:24,-2.88,-41.67,79.34,82,27,4.92
425,Santona,ES,2020-06-25 20:59:24,43.44,-3.46,66.99,93,90,4.7
426,Terebovlya,UA,2020-06-25 20:59:24,49.3,25.71,66.99,62,0,6.58
427,Rudbar,AF,2020-06-25 20:59:25,30.15,62.6,84.36,14,0,10.33
428,Sibu,MY,2020-06-25 20:59:25,2.3,111.82,77.0,94,40,2.24
429,Isla Mujeres,MX,2020-06-25 20:59:25,21.23,-86.73,87.8,74,40,6.93
430,Bilibino,RU,2020-06-25 20:59:25,68.05,166.44,55.53,67,100,0.85
431,Kozhva,RU,2020-06-25 20:59:25,65.11,57.05,43.29,94,100,7.38
432,Sangar,RU,2020-06-25 20:59:26,63.92,127.47,66.65,54,45,0.72
433,Maniitsoq,GL,2020-06-25 20:59:26,65.42,-52.9,42.1,84,0,14.0
434,Trairi,BR,2020-06-25 20:59:26,-3.28,-39.27,79.0,72,83,8.34
435,Carutapera,BR,2020-06-25 20:59:26,-1.2,-46.02,77.72,91,79,5.08
436,Noumea,NC,2020-06-25 20:57:02,-22.28,166.46,68.0,87,75,1.12
437,Florianopolis,BR,2020-06-25 20:59:27,-27.61,-48.5,75.0,69,75,8.05
438,Saint-Augustin,CA,2020-06-25 20:59:27,51.23,-58.65,63.32,85,100,11.92
439,Uruzgan,AF,2020-06-25 20:59:27,32.83,66.0,67.73,22,0,0.49
440,Nishihara,JP,2020-06-25 20:59:27,26.18,127.76,78.8,88,40,5.82
441,Bulgan,MN,2020-06-25 20:59:28,48.81,103.53,54.16,73,19,1.5
442,Batemans Bay,AU,2020-06-25 20:59:28,-35.72,150.18,36.0,100,0,4.14
443,Ust-Maya,RU,2020-06-25 20:59:28,60.42,134.53,64.4,54,17,0.45
444,Buchanan,LR,2020-06-25 20:59:28,5.88,-10.05,77.72,83,98,11.32
445,Pacific Grove,US,2020-06-25 20:59:28,36.62,-121.92,72.0,68,40,9.17
446,Ulladulla,AU,2020-06-25 20:59:29,-35.35,150.47,48.2,76,0,13.87
447,Dicabisagan,PH,2020-06-25 20:59:29,17.08,122.42,78.82,84,52,4.79
448,Baoding,CN,2020-06-25 20:59:29,38.85,115.49,67.21,75,34,5.17
449,Kadnikov,RU,2020-06-25 20:59:30,59.5,40.34,49.98,79,5,2.98
450,San Cristobal,VE,2020-06-25 20:59:30,7.77,-72.22,93.2,36,40,18.34
451,Jalu,LY,2020-06-25 20:59:30,29.03,21.55,78.57,51,0,16.35
452,Rock Sound,BS,2020-06-25 20:59:30,24.9,-76.2,83.23,78,3,13.47
453,Mukhen,RU,2020-06-25 20:59:30,48.1,136.1,59.36,93,97,2.04
454,Naze,JP,2020-06-25 20:59:31,28.37,129.48,80.6,88,100,10.29
455,Broken Hill,AU,2020-06-25 20:59:31,-31.95,141.43,39.2,83,11,4.7
456,Darien,US,2020-06-25 20:59:31,41.75,-87.97,84.99,37,40,10.29
457,Xining,CN,2020-06-25 20:59:32,36.62,101.77,52.79,68,100,2.59
458,Qaqortoq,GL,2020-06-25 20:59:32,60.72,-46.03,46.4,75,75,9.17
459,Kirakira,SB,2020-06-25 20:59:32,-10.45,161.92,80.4,80,50,7.2
460,Zeya,RU,2020-06-25 20:59:32,53.75,127.27,60.26,66,100,1.34
461,Puerto Carreno,CO,2020-06-25 20:59:33,6.19,-67.49,91.4,49,40,5.82
462,Yangambi,CD,2020-06-25 20:59:33,0.81,24.43,72.45,90,98,2.82
463,Tamandare,BR,2020-06-25 20:59:33,-8.76,-35.1,76.35,84,22,9.35
464,Sisimiut,GL,2020-06-25 20:59:33,66.94,-53.67,42.46,75,5,9.78
465,Ghanzi,BW,2020-06-25 20:59:33,-21.57,21.78,46.65,66,0,1.81
466,Bandarbeyla,SO,2020-06-25 20:59:34,9.49,50.81,80.01,77,100,31.47
467,Plettenberg Bay,ZA,2020-06-25 20:59:34,-34.05,23.37,60.71,75,0,4.0
468,Sampit,ID,2020-06-25 20:59:34,-2.53,112.95,73.36,96,76,1.92
469,Newcastle,AU,2020-06-25 20:56:12,-32.93,151.78,48.99,87,0,10.29
470,Morro Bay,US,2020-06-25 20:59:34,35.37,-120.85,75.99,75,41,10.0
471,Tarumovka,RU,2020-06-25 20:59:35,44.08,46.54,77.31,41,57,9.17
472,Dudinka,RU,2020-06-25 20:59:35,69.41,86.18,55.4,82,41,17.9
473,Pangai,TO,2020-06-25 20:59:35,-19.8,-174.35,78.8,78,40,9.17
474,Guanaja,HN,2020-06-25 20:59:36,16.4,-85.9,87.8,70,75,20.8
475,Kabare,CD,2020-06-25 20:59:36,-2.47,28.82,61.11,82,100,0.96
476,Lerwick,GB,2020-06-25 20:55:31,60.15,-1.15,57.2,87,99,8.05
477,Ancud,CL,2020-06-25 20:59:37,-41.87,-73.82,46.99,87,40,3.36
478,Bumbuna,SL,2020-06-25 20:59:37,9.05,-11.73,72.9,95,100,4.88
479,Mozarlandia,BR,2020-06-25 20:59:37,-14.74,-50.57,79.59,48,0,1.01
480,Voyvozh,RU,2020-06-25 20:59:37,62.89,54.96,42.28,96,99,8.43
481,Sijunjung,ID,2020-06-25 20:59:38,-0.69,100.95,69.57,87,42,1.3
482,Padang,ID,2020-06-25 20:59:38,-0.95,100.35,78.26,66,55,3.13
483,Kosh-Agach,RU,2020-06-25 20:59:38,50.0,88.67,46.18,79,40,1.25
484,Nhulunbuy,AU,2020-06-25 20:59:39,-12.23,136.77,77.0,83,75,10.29
485,Pitimbu,BR,2020-06-25 20:59:39,-7.47,-34.81,78.8,74,0,12.75
486,Clonakilty,IE,2020-06-25 20:59:39,51.62,-8.87,68.0,82,75,5.82
487,Mayumba,GA,2020-06-25 20:59:39,-3.43,10.66,71.85,89,34,5.14
488,Hay River,CA,2020-06-25 20:59:40,60.82,-115.8,66.2,48,40,6.93
489,Ndele,CF,2020-06-25 20:59:40,8.41,20.65,69.19,93,98,1.63
490,Nexo,DK,2020-06-25 20:59:40,55.06,15.13,69.8,64,46,9.17
491,Treinta Y Tres,UY,2020-06-25 20:59:40,-33.23,-54.38,49.06,75,0,12.41
492,Nabire,ID,2020-06-25 20:59:41,-3.37,135.48,75.9,89,96,3.29
493,Commerce,US,2020-06-25 20:59:41,34.0,-118.16,82.99,64,1,5.82
494,Umkomaas,ZA,2020-06-25 20:59:41,-30.21,30.8,61.0,69,0,4.0
495,Lungi,SL,2020-06-25 20:59:41,9.22,-12.68,75.45,94,100,5.17
496,Albuquerque,US,2020-06-25 20:57:02,35.08,-106.65,93.99,13,75,11.41
497,High Level,CA,2020-06-25 20:58:35,58.52,-117.14,71.6,30,75,4.7
498,Megion,RU,2020-06-25 20:59:42,61.03,76.11,53.6,87,70,4.47
499,Chunskiy,RU,2020-06-25 20:59:42,56.08,99.63,60.73,93,100,3.49
500,Bandundu,CD,2020-06-25 20:59:43,-3.32,17.37,81.91,54,100,4.21
501,Eureka,US,2020-06-25 20:56:16,40.8,-124.16,62.6,72,20,5.82
502,Mao,ES,2020-06-25 20:59:43,39.89,4.27,73.4,73,0,8.05
503,Hami,CN,2020-06-25 20:59:43,42.8,93.45,80.91,20,99,13.44
504,Manaus,BR,2020-06-25 20:55:09,-3.1,-60.02,89.6,62,40,4.7
505,Amuntai,ID,2020-06-25 20:56:16,-2.42,115.25,74.53,90,99,0.6
506,Cordoba,AR,2020-06-25 20:56:29,-31.41,-64.18,60.01,26,0,6.93
507,Deolali,IN,2020-06-25 20:59:44,19.95,73.83,76.69,86,100,6.73
508,Pevek,RU,2020-06-25 20:59:45,69.7,170.31,35.22,88,65,15.17
509,Nome,US,2020-06-25 20:57:17,64.5,-165.41,45.0,56,75,8.05
510,Kattivakkam,IN,2020-06-25 20:59:45,13.22,80.32,84.2,79,40,8.05
511,El Reno,US,2020-06-25 20:58:58,35.53,-97.95,91.99,49,0,11.41
512,Council Bluffs,US,2020-06-25 20:57:18,41.26,-95.86,89.6,48,75,14.99
513,Cap Malheureux,MU,2020-06-25 20:59:46,-19.98,57.61,73.0,69,1,11.01
514,Te Anau,NZ,2020-06-25 20:59:47,-45.42,167.72,35.83,84,17,1.25
515,Dali,CN,2020-06-25 20:59:47,25.7,100.18,64.15,86,100,4.72
516,Yendi,GH,2020-06-25 20:59:47,9.44,-0.01,82.18,69,99,6.89
517,Chicama,PE,2020-06-25 20:59:47,-7.84,-79.15,71.15,61,21,9.31
518,Ola,RU,2020-06-25 20:59:47,59.58,151.28,47.17,89,92,6.17
519,Itoman,JP,2020-06-25 20:59:48,26.12,127.67,78.8,88,75,4.7
520,Hudson Bay,CA,2020-06-25 20:59:48,52.85,-102.38,71.01,75,99,11.48
521,Pokosnoye,RU,2020-06-25 20:59:48,55.53,101.05,60.89,69,90,1.34
522,Mogadishu,SO,2020-06-25 20:58:25,2.04,45.34,79.03,83,100,17.02
523,Bridlington,GB,2020-06-25 20:59:49,54.08,-0.19,64.4,82,12,5.82
524,Gwadar,PK,2020-06-25 20:59:49,25.12,62.33,85.6,79,31,6.46
525,Camacha,PT,2020-06-25 20:59:49,33.08,-16.33,68.0,72,20,12.75
526,Kazachinskoye,RU,2020-06-25 20:59:49,57.7,93.28,57.47,84,67,3.13
527,Buta,CD,2020-06-25 20:59:50,2.79,24.73,70.83,97,100,1.9
528,Pionerskiy,RU,2020-06-25 20:59:50,54.95,20.23,66.2,93,34,2.24
529,Brownsville,US,2020-06-25 20:59:44,25.9,-97.5,78.8,78,90,11.41
530,Imbituba,BR,2020-06-25 20:57:01,-28.24,-48.67,73.4,69,75,8.05
531,Tazmalt,DZ,2020-06-25 20:59:50,36.39,4.4,73.4,88,40,3.36
532,Phulji,PK,2020-06-25 20:59:51,26.88,67.68,90.82,53,1,14.23
533,Preobrazheniye,RU,2020-06-25 20:59:51,42.9,133.91,57.97,93,100,16.49
534,Lloydminster,CA,2020-06-25 20:59:51,53.28,-110.0,75.2,36,75,14.99
535,Marawi,PH,2020-06-25 20:59:52,8.0,124.29,75.0,95,97,5.99
536,Tabas,IR,2020-06-25 20:59:52,33.6,56.92,91.4,14,0,4.7
537,Ranghulu,CN,2020-06-25 20:59:52,46.65,124.87,56.75,93,100,7.85
